0	 0	 0	 0	 0	 0	 0	 0	 0	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
0.0906	 18.1834	0.1814	6.2109	0.1095	1.8026	0.0362	0.2844	0.0220	 
 0	 0	 0	 0	 0	 0	 0	 0	 0	 
 0	 0	 0	 0	 0	 0	 0	 0	 0	 
 0	 0	 0	 0	 0	 0	 0	 0	 0	 
