
Start of a new data set 
The energy is8047
 h k l 2theta Intensity
-4 -2 1 131.723239 84818.021030
-4 0 1 133.136570 66270.318199
-5 -5 -4 136.832310 5366.110987
-5 -5 -3 137.001079 189778.770458
-4 -4 0 139.881410 104781.641894
-5 -4 -1 146.991926 151724.623256
-5 -2 0 150.217318 245307.572945
-5 -5 -5 153.810070 110709.119621
-6 -3 -3 154.604900 87386.893110
-5 -1 0 155.702327 975607.669440
-3 2 2 157.299581 3879.369191
-4 1 1 161.411620 452261.269142
-6 -4 -4 163.545881 14086.471636
-6 -4 -3 163.957892 1018276.581639
-5 -3 0 173.936097 1394435.358697

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
-1 -1 -1 22.465985 188682.133028
-1 0 0 23.793806 56355.745684
-1 -1 0 27.163739 3890341.584175
-2 -1 -1 37.953120 1445789.000396
-1 0 1 39.618474 1519425.535660
-2 -2 -1 44.551448 254674.155812
-2 -2 -2 45.859020 228593.499427
-2 -1 0 46.019442 176678.488759
-1 -1 1 46.739932 9648.540804
-2 0 0 48.699124 817655.921257
-2 -2 0 56.025636 479193.034235
-3 -2 -2 59.320297 200153.367840
-3 -1 -1 61.123160 101570.260583
-3 -2 -1 62.177503 564468.803961
-2 0 1 62.895254 8105.303796
-2 -1 1 64.512077 717285.072950
-3 -3 -2 67.433888 158094.513694
-3 -1 0 70.784046 485127.775581
-3 -3 -3 71.520879 57358.761861
-2 1 1 71.885134 274458.650161
-3 -3 -1 73.707208 107353.671629
-3 -2 0 75.330906 112339.835247
-3 0 0 76.406632 41168.480631
-4 -2 -2 81.137896 96938.927874
-4 -3 -2 84.993616 225216.258098
-2 0 2 85.340689 180646.050072
-4 -3 -3 85.401348 51791.480291
-4 -2 -1 87.085043 145440.993489
-4 -1 -1 89.578913 224115.413510
-3 -1 1 89.694195 29095.012317
-2 -1 2 90.215776 3290.143475
-3 0 1 91.665468 305998.248643
-4 -3 -1 94.337733 147493.477173
-4 -4 -3 95.561217 120623.139182
-3 -2 1 97.484331 250571.150354
-4 -4 -2 98.598928 42060.466283
-4 -1 0 101.896739 66568.484777
-4 -4 -4 102.374171 6059.670575
-4 -2 0 102.846688 193751.532641
-3 1 1 103.500763 1435.585663
-2 -2 2 104.996267 136371.557117
-5 -3 -3 109.062632 113660.920645
-4 0 0 111.096964 121254.787215
-5 -2 -2 111.846293 177635.144210
-5 -3 -2 112.284705 82669.836260
-4 -3 0 114.112587 121848.098316
-3 -3 1 115.838808 34198.472916
-5 -4 -3 116.358567 37595.024889
-3 0 2 117.590599 3013.554791
-3 -1 2 119.238653 291972.907552
-5 -4 -4 120.110828 143046.640006
-5 -2 -1 122.345272 151682.519301
-5 -4 -2 123.799879 256734.561053
-4 -1 1 126.131444 281424.006807
-5 -3 -1 126.999655 208239.858628
-3 1 2 127.433934 339154.589712
-5 -1 -1 129.659463 73695.696012
-4 -2 1 131.723239 84818.021030
-4 0 1 133.136570 66270.318199
-5 -5 -4 136.832310 5366.110987
-5 -5 -3 137.001079 189778.770458
-4 -4 0 139.881410 104781.641894
-5 -4 -1 146.991926 151724.623256
-5 -2 0 150.217318 245307.572945
-5 -5 -5 153.810070 110709.119621
-6 -3 -3 154.604900 87386.893110
-5 -1 0 155.702327 975607.669440
-3 2 2 157.299581 3879.369191
-4 1 1 161.411620 452261.269142
-6 -4 -4 163.545881 14086.471636
-6 -4 -3 163.957892 1018276.581639
-5 -3 0 173.936097 1394435.358697

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
1 1 1 22.465985 94341.066514
0 0 1 23.793806 28177.872842
0 1 1 27.163739 1945170.792088
1 1 2 37.953120 722894.500198
1 2 2 44.551448 127337.077906
2 2 2 45.859020 114296.749714
0 1 2 46.019442 88339.244379
0 0 2 48.699124 408827.960628
0 2 2 56.025636 239596.517118
2 2 3 59.320297 100076.683920
1 1 3 61.123160 50785.130291
1 2 3 62.177503 282234.401980
2 3 3 67.433888 79047.256847
0 1 3 70.784046 242563.887791
3 3 3 71.520879 28679.380931
1 3 3 73.707208 53676.835814
0 2 3 75.330906 56169.917623
0 0 3 76.406632 10292.120158
2 2 4 81.137896 48469.463937
2 3 4 84.993616 112608.129049
3 3 4 85.401348 25895.740145
1 2 4 87.085043 72720.496744
0 3 3 89.578913 112057.706755
1 3 4 94.337733 73746.738586
3 4 4 95.561217 60311.569591
2 4 4 98.598928 21030.233141
0 1 4 101.896739 33284.242388
4 4 4 102.374171 3029.835288
0 2 4 102.846688 96875.766320
3 3 5 109.062632 56830.460322
0 0 4 111.096964 60627.393607
1 4 4 111.846293 88817.572105
2 3 5 112.284705 41334.918130
0 3 4 114.112587 60924.049158
3 4 5 116.358567 18797.512445
4 4 5 120.110828 71523.320003
1 2 5 122.345272 75841.259651
2 4 5 123.799879 128367.280526
1 3 5 126.999655 104119.929314
1 1 5 129.659463 36847.848006
4 5 5 136.832310 2683.055494
3 5 5 137.001079 94889.385229
0 4 4 139.881410 52390.820947
1 4 5 146.991926 75862.311628
0 2 5 150.217318 122653.786473
5 5 5 153.810070 55354.559811
2 5 5 154.604900 43693.446555
0 1 5 155.702327 243901.917360
4 4 6 163.545881 7043.235818
3 4 6 163.957892 509138.290819
0 3 5 173.936097 697217.679349

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
-1 -1 -1 22.465985 188682.133028
-1 0 0 23.793806 56355.745684
-1 -1 0 27.163739 3890341.584175
-2 -1 -1 37.953120 1445789.000396
-1 0 1 39.618474 1519425.535660
-2 -2 -1 44.551448 254674.155812
-2 -2 -2 45.859020 228593.499427
-2 -1 0 46.019442 176678.488759
-1 -1 1 46.739932 9648.540804
-2 0 0 48.699124 817655.921257
-2 -2 0 56.025636 479193.034235
-3 -2 -2 59.320297 200153.367840
-3 -1 -1 61.123160 101570.260583
-3 -2 -1 62.177503 564468.803961
-2 0 1 62.895254 8105.303796
-2 -1 1 64.512077 717285.072950
-3 -3 -2 67.433888 158094.513694
-3 -1 0 70.784046 485127.775581
-3 -3 -3 71.520879 57358.761861
-2 1 1 71.885134 274458.650161
-3 -3 -1 73.707208 107353.671629
-3 -2 0 75.330906 112339.835247
-3 0 0 76.406632 41168.480631
-4 -2 -2 81.137896 96938.927874
-4 -3 -2 84.993616 225216.258098
-2 0 2 85.340689 180646.050072
-4 -3 -3 85.401348 51791.480291
-4 -2 -1 87.085043 145440.993489
-4 -1 -1 89.578913 224115.413510
-3 -1 1 89.694195 29095.012317
-2 -1 2 90.215776 3290.143475
-3 0 1 91.665468 305998.248643
-4 -3 -1 94.337733 147493.477173
-4 -4 -3 95.561217 120623.139182
-3 -2 1 97.484331 250571.150354
-4 -4 -2 98.598928 42060.466283
-4 -1 0 101.896739 66568.484777
-4 -4 -4 102.374171 6059.670575
-4 -2 0 102.846688 193751.532641
-3 1 1 103.500763 1435.585663
-2 -2 2 104.996267 136371.557117
-5 -3 -3 109.062632 113660.920645
-4 0 0 111.096964 121254.787215
-5 -2 -2 111.846293 177635.144210
-5 -3 -2 112.284705 82669.836260
-4 -3 0 114.112587 121848.098316
-3 -3 1 115.838808 34198.472916
-5 -4 -3 116.358567 37595.024889
-3 0 2 117.590599 3013.554791
-3 -1 2 119.238653 291972.907552
-5 -4 -4 120.110828 143046.640006
-5 -2 -1 122.345272 151682.519301
-5 -4 -2 123.799879 256734.561053
-4 -1 1 126.131444 281424.006807
-5 -3 -1 126.999655 208239.858628
-3 1 2 127.433934 339154.589712
-5 -1 -1 129.659463 73695.696012
-4 -2 1 131.723239 84818.021030
-4 0 1 133.136570 66270.318199
-5 -5 -4 136.832310 5366.110987
-5 -5 -3 137.001079 189778.770458
-4 -4 0 139.881410 104781.641894
-5 -4 -1 146.991926 151724.623256
-5 -2 0 150.217318 245307.572945
-5 -5 -5 153.810070 110709.119621
-6 -3 -3 154.604900 87386.893110
-5 -1 0 155.702327 975607.669440
-3 2 2 157.299581 3879.369191
-4 1 1 161.411620 452261.269142
-6 -4 -4 163.545881 14086.471636
-6 -4 -3 163.957892 1018276.581639
-5 -3 0 173.936097 1394435.358697

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
-1 -1 -1 22.465985 188682.133028
-1 0 0 23.793806 56355.745684
-1 -1 0 27.163739 3890341.584175
-2 -1 -1 37.953120 1445789.000396
-1 0 1 39.618474 1519425.535660
-2 -2 -1 44.551448 254674.155812
-2 -2 -2 45.859020 228593.499427
-2 -1 0 46.019442 176678.488759
-1 -1 1 46.739932 9648.540804
-2 0 0 48.699124 817655.921257
-2 -2 0 56.025636 479193.034235
-3 -2 -2 59.320297 200153.367840
-3 -1 -1 61.123160 101570.260583
-3 -2 -1 62.177503 564468.803961
-2 0 1 62.895254 8105.303796
-2 -1 1 64.512077 717285.072950
-3 -3 -2 67.433888 158094.513694
-3 -1 0 70.784046 485127.775581
-3 -3 -3 71.520879 57358.761861
-2 1 1 71.885134 274458.650161
-3 -3 -1 73.707208 107353.671629
-3 -2 0 75.330906 112339.835247
-3 0 0 76.406632 41168.480631
-4 -2 -2 81.137896 96938.927874
-4 -3 -2 84.993616 225216.258098
-2 0 2 85.340689 180646.050072
-4 -3 -3 85.401348 51791.480291
-4 -2 -1 87.085043 145440.993489
-4 -1 -1 89.578913 224115.413510
-3 -1 1 89.694195 29095.012317
-2 -1 2 90.215776 3290.143475
-3 0 1 91.665468 305998.248643
-4 -3 -1 94.337733 147493.477173
-4 -4 -3 95.561217 120623.139182
-3 -2 1 97.484331 250571.150354
-4 -4 -2 98.598928 42060.466283
-4 -1 0 101.896739 66568.484777
-4 -4 -4 102.374171 6059.670575
-4 -2 0 102.846688 193751.532641
-3 1 1 103.500763 1435.585663
-2 -2 2 104.996267 136371.557117
-5 -3 -3 109.062632 113660.920645
-4 0 0 111.096964 121254.787215
-5 -2 -2 111.846293 177635.144210
-5 -3 -2 112.284705 82669.836260
-4 -3 0 114.112587 121848.098316
-3 -3 1 115.838808 34198.472916
-5 -4 -3 116.358567 37595.024889
-3 0 2 117.590599 3013.554791
-3 -1 2 119.238653 291972.907552
-5 -4 -4 120.110828 143046.640006
-5 -2 -1 122.345272 151682.519301
-5 -4 -2 123.799879 256734.561053
-4 -1 1 126.131444 281424.006807
-5 -3 -1 126.999655 208239.858628
-3 1 2 127.433934 339154.589712
-5 -1 -1 129.659463 73695.696012
-4 -2 1 131.723239 84818.021030
-4 0 1 133.136570 66270.318199
-5 -5 -4 136.832310 5366.110987
-5 -5 -3 137.001079 189778.770458
-4 -4 0 139.881410 104781.641894
-5 -4 -1 146.991926 151724.623256
-5 -2 0 150.217318 245307.572945
-5 -5 -5 153.810070 110709.119621
-6 -3 -3 154.604900 87386.893110
-5 -1 0 155.702327 975607.669440
-3 2 2 157.299581 3879.369191
-4 1 1 161.411620 452261.269142
-6 -4 -4 163.545881 14086.471636
-6 -4 -3 163.957892 1018276.581639
-5 -3 0 173.936097 1394435.358697

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
-1 -1 -1 22.465985 188682.133028
-1 0 0 23.793806 56355.745684
-1 -1 0 27.163739 3890341.584175
-2 -1 -1 37.953120 1445789.000396
-1 0 1 39.618474 1519425.535660
-2 -2 -1 44.551448 254674.155812
-2 -2 -2 45.859020 228593.499427
-2 -1 0 46.019442 176678.488759
-1 -1 1 46.739932 9648.540804
-2 0 0 48.699124 817655.921257
-2 -2 0 56.025636 479193.034235
-3 -2 -2 59.320297 200153.367840
-3 -1 -1 61.123160 101570.260583
-3 -2 -1 62.177503 564468.803961
-2 0 1 62.895254 8105.303796
-2 -1 1 64.512077 717285.072950
-3 -3 -2 67.433888 158094.513694
-3 -1 0 70.784046 485127.775581
-3 -3 -3 71.520879 57358.761861
-2 1 1 71.885134 274458.650161
-3 -3 -1 73.707208 107353.671629
-3 -2 0 75.330906 112339.835247
-3 0 0 76.406632 41168.480631
-4 -2 -2 81.137896 96938.927874
-4 -3 -2 84.993616 225216.258098
-2 0 2 85.340689 180646.050072
-4 -3 -3 85.401348 51791.480291
-4 -2 -1 87.085043 145440.993489
-4 -1 -1 89.578913 224115.413510
-3 -1 1 89.694195 29095.012317
-2 -1 2 90.215776 3290.143475
-3 0 1 91.665468 305998.248643
-4 -3 -1 94.337733 147493.477173
-4 -4 -3 95.561217 120623.139182
-3 -2 1 97.484331 250571.150354
-4 -4 -2 98.598928 42060.466283
-4 -1 0 101.896739 66568.484777
-4 -4 -4 102.374171 6059.670575
-4 -2 0 102.846688 193751.532641
-3 1 1 103.500763 1435.585663
-2 -2 2 104.996267 136371.557117
-5 -3 -3 109.062632 113660.920645
-4 0 0 111.096964 121254.787215
-5 -2 -2 111.846293 177635.144210
-5 -3 -2 112.284705 82669.836260
-4 -3 0 114.112587 121848.098316
-3 -3 1 115.838808 34198.472916
-5 -4 -3 116.358567 37595.024889
-3 0 2 117.590599 3013.554791
-3 -1 2 119.238653 291972.907552
-5 -4 -4 120.110828 143046.640006
-5 -2 -1 122.345272 151682.519301
-5 -4 -2 123.799879 256734.561053
-4 -1 1 126.131444 281424.006807
-5 -3 -1 126.999655 208239.858628
-3 1 2 127.433934 339154.589712
-5 -1 -1 129.659463 73695.696012
-4 -2 1 131.723239 84818.021030
-4 0 1 133.136570 66270.318199
-5 -5 -4 136.832310 5366.110987
-5 -5 -3 137.001079 189778.770458
-4 -4 0 139.881410 104781.641894
-5 -4 -1 146.991926 151724.623256
-5 -2 0 150.217318 245307.572945
-5 -5 -5 153.810070 110709.119621
-6 -3 -3 154.604900 87386.893110
-5 -1 0 155.702327 975607.669440
-3 2 2 157.299581 3879.369191
-4 1 1 161.411620 452261.269142
-6 -4 -4 163.545881 14086.471636
-6 -4 -3 163.957892 1018276.581639
-5 -3 0 173.936097 1394435.358697

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
-1 -1 -1 22.465985 188682.133028
-1 0 0 23.793806 56355.745684
-1 -1 0 27.163739 3890341.584175
-2 -1 -1 37.953120 1445789.000396
-1 0 1 39.618474 1519425.535660
-2 -2 -1 44.551448 254674.155812
-2 -2 -2 45.859020 228593.499427
-2 -1 0 46.019442 176678.488759
-1 -1 1 46.739932 9648.540804
-2 0 0 48.699124 817655.921257
-2 -2 0 56.025636 479193.034235
-3 -2 -2 59.320297 200153.367840
-3 -1 -1 61.123160 101570.260583
-3 -2 -1 62.177503 564468.803961
-2 0 1 62.895254 8105.303796
-2 -1 1 64.512077 717285.072950
-3 -3 -2 67.433888 158094.513694
-3 -1 0 70.784046 485127.775581
-3 -3 -3 71.520879 57358.761861
-2 1 1 71.885134 274458.650161
-3 -3 -1 73.707208 107353.671629
-3 -2 0 75.330906 112339.835247
-3 0 0 76.406632 41168.480631
-4 -2 -2 81.137896 96938.927874
-4 -3 -2 84.993616 225216.258098
-2 0 2 85.340689 180646.050072
-4 -3 -3 85.401348 51791.480291
-4 -2 -1 87.085043 145440.993489
-4 -1 -1 89.578913 224115.413510
-3 -1 1 89.694195 29095.012317
-2 -1 2 90.215776 3290.143475
-3 0 1 91.665468 305998.248643
-4 -3 -1 94.337733 147493.477173
-4 -4 -3 95.561217 120623.139182
-3 -2 1 97.484331 250571.150354
-4 -4 -2 98.598928 42060.466283
-4 -1 0 101.896739 66568.484777
-4 -4 -4 102.374171 6059.670575
-4 -2 0 102.846688 193751.532641
-3 1 1 103.500763 1435.585663
-2 -2 2 104.996267 136371.557117
-5 -3 -3 109.062632 113660.920645
-4 0 0 111.096964 121254.787215
-5 -2 -2 111.846293 177635.144210
-5 -3 -2 112.284705 82669.836260
-4 -3 0 114.112587 121848.098316
-3 -3 1 115.838808 34198.472916
-5 -4 -3 116.358567 37595.024889
-3 0 2 117.590599 3013.554791
-3 -1 2 119.238653 291972.907552
-5 -4 -4 120.110828 143046.640006
-5 -2 -1 122.345272 151682.519301
-5 -4 -2 123.799879 256734.561053
-4 -1 1 126.131444 281424.006807
-5 -3 -1 126.999655 208239.858628
-3 1 2 127.433934 339154.589712
-5 -1 -1 129.659463 73695.696012
-4 -2 1 131.723239 84818.021030
-4 0 1 133.136570 66270.318199
-5 -5 -4 136.832310 5366.110987
-5 -5 -3 137.001079 189778.770458
-4 -4 0 139.881410 104781.641894
-5 -4 -1 146.991926 151724.623256
-5 -2 0 150.217318 245307.572945
-5 -5 -5 153.810070 110709.119621
-6 -3 -3 154.604900 87386.893110
-5 -1 0 155.702327 975607.669440
-3 2 2 157.299581 3879.369191
-4 1 1 161.411620 452261.269142
-6 -4 -4 163.545881 14086.471636
-6 -4 -3 163.957892 1018276.581639
-5 -3 0 173.936097 1394435.358697

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
-1 -1 -1 22.465985 188682.133028
-1 0 0 23.793806 56355.745684
-1 -1 0 27.163739 3890341.584175
-2 -1 -1 37.953120 1445789.000396
-1 0 1 39.618474 1519425.535660
-2 -2 -1 44.551448 254674.155812
-2 -2 -2 45.859020 228593.499427
-2 -1 0 46.019442 176678.488759
-1 -1 1 46.739932 9648.540804
-2 0 0 48.699124 817655.921257
-2 -2 0 56.025636 479193.034235
-3 -2 -2 59.320297 200153.367840
-3 -1 -1 61.123160 101570.260583
-3 -2 -1 62.177503 564468.803961
-2 0 1 62.895254 8105.303796
-2 -1 1 64.512077 717285.072950
-3 -3 -2 67.433888 158094.513694
-3 -1 0 70.784046 485127.775581
-3 -3 -3 71.520879 57358.761861
-2 1 1 71.885134 274458.650161
-3 -3 -1 73.707208 107353.671629
-3 -2 0 75.330906 112339.835247
-3 0 0 76.406632 41168.480631
-4 -2 -2 81.137896 96938.927874
-4 -3 -2 84.993616 225216.258098
-2 0 2 85.340689 180646.050072
-4 -3 -3 85.401348 51791.480291
-4 -2 -1 87.085043 145440.993489
-4 -1 -1 89.578913 224115.413510
-3 -1 1 89.694195 29095.012317
-2 -1 2 90.215776 3290.143475
-3 0 1 91.665468 305998.248643
-4 -3 -1 94.337733 147493.477173
-4 -4 -3 95.561217 120623.139182
-3 -2 1 97.484331 250571.150354
-4 -4 -2 98.598928 42060.466283
-4 -1 0 101.896739 66568.484777
-4 -4 -4 102.374171 6059.670575
-4 -2 0 102.846688 193751.532641
-3 1 1 103.500763 1435.585663
-2 -2 2 104.996267 136371.557117
-5 -3 -3 109.062632 113660.920645
-4 0 0 111.096964 121254.787215
-5 -2 -2 111.846293 177635.144210
-5 -3 -2 112.284705 82669.836260
-4 -3 0 114.112587 121848.098316
-3 -3 1 115.838808 34198.472916
-5 -4 -3 116.358567 37595.024889
-3 0 2 117.590599 3013.554791
-3 -1 2 119.238653 291972.907552
-5 -4 -4 120.110828 143046.640006
-5 -2 -1 122.345272 151682.519301
-5 -4 -2 123.799879 256734.561053
-4 -1 1 126.131444 281424.006807
-5 -3 -1 126.999655 208239.858628
-3 1 2 127.433934 339154.589712
-5 -1 -1 129.659463 73695.696012
-4 -2 1 131.723239 84818.021030
-4 0 1 133.136570 66270.318199
-5 -5 -4 136.832310 5366.110987
-5 -5 -3 137.001079 189778.770458
-4 -4 0 139.881410 104781.641894
-5 -4 -1 146.991926 151724.623256
-5 -2 0 150.217318 245307.572945
-5 -5 -5 153.810070 110709.119621
-6 -3 -3 154.604900 87386.893110
-5 -1 0 155.702327 975607.669440
-3 2 2 157.299581 3879.369191
-4 1 1 161.411620 452261.269142
-6 -4 -4 163.545881 14086.471636
-6 -4 -3 163.957892 1018276.581639
-5 -3 0 173.936097 1394435.358697
