
Start of a new data set 
The energy is15000
 h k l 2theta Intensity
1 1 4 102.162390 46.049082
0 1 6 102.439047 5.744117
0 2 3 106.722905 16.714563
0 2 4 118.232765 5.207484
0 1 7 124.024709 15.196307
0 0 8 133.969427 38.951215
0 2 5 135.341765 14.537438
1 1 6 137.743676 38.460182
1 2 0 146.782874 4.685882
1 2 1 149.663463 13.962173
1 2 2 160.474487 4.562095
0 1 8 163.066990 2.273109

Start of a new data set 
The energy is8047
 h k l 2theta Intensity
0 1 0 41.272977 20.603520
0 0 2 43.898740 148.836311
0 1 1 47.022044 49.680830
0 1 2 61.826591 10.442836
1 1 0 75.242649 62.838293
0 1 3 82.943407 20.971187
0 2 0 89.638957 6.449039
1 1 2 91.415787 50.634205
0 2 1 93.644007 18.571949
0 0 4 96.761376 48.125617
0 2 2 105.850742 5.604721
0 1 4 111.478941 5.405699
0 2 3 128.493389 14.911240
1 2 0 137.643973 4.809060
1 2 1 143.981878 14.159858
1 1 4 149.656079 37.233082
0 1 5 174.202385 6.756044

Start of a new data set 
The energy is8047
 h k l 2theta Intensity
0 0 2 26.605935 22786.567548
0 1 0 42.470211 901.321999
0 1 1 44.670996 4517.261741
0 1 2 50.821657 949.504436
0 0 4 54.800065 1939.147607
0 1 3 60.041596 1590.739733
0 1 4 71.695931 299.532408
1 1 0 77.708499 1897.763777
1 1 2 83.857979 3100.811890
0 1 5 85.652665 551.525038
0 0 6 87.307790 468.053140
0 2 1 94.356332 442.508465
0 2 2 98.938732 134.232039
1 1 4 102.162390 2026.557299
0 1 6 102.439047 126.069130
0 2 3 106.722905 353.952080
0 2 4 118.232765 104.421124
0 1 7 124.024709 304.037127
0 0 8 133.969427 271.158973
0 2 5 135.341765 307.041547
1 1 6 137.743676 1662.787489
1 2 0 146.782874 115.865559
1 2 1 149.663463 734.455146
1 2 2 160.474487 341.964716
0 1 8 163.066990 193.478618

Start of a new data set 
The energy is8047
 h k l 2theta Intensity
0 0 -2 26.605935 11393.283774
-1 0 0 42.470211 150.220333
-1 0 -1 44.670996 376.438478
0 0 -4 54.800065 969.573803
-1 0 -3 60.041596 132.561644
-2 1 0 77.708499 316.293963
-2 1 -2 83.857979 258.400991
0 0 -6 87.307790 234.026570
-2 1 -4 102.162390 168.879775
0 0 -8 133.969427 135.579487
-2 1 -6 137.743676 138.565624

Start of a new data set 
The energy is8047
 h k l 2theta Intensity
0 0 -2 26.605935 22786.567548
-1 0 0 42.470211 901.321999
-1 0 -1 44.670996 4517.261741
0 0 -4 54.800065 1939.147607
-1 0 -3 60.041596 1590.739733
-2 1 0 77.708499 1897.763777
-2 1 -2 83.857979 3100.811890
0 0 -6 87.307790 468.053140
-2 1 -4 102.162390 2026.557299
0 0 -8 133.969427 271.158973
-2 1 -6 137.743676 1662.787489

Start of a new data set 
The energy is8047
 h k l 2theta Intensity
0 0 -2 26.605935 22786.567548
-1 0 0 42.470211 901.321999
-1 0 -1 44.670996 4517.261741
-1 0 -2 50.821657 949.504436
0 0 -4 54.800065 1939.147607
-1 0 -3 60.041596 1590.739733
-1 0 -4 71.695931 299.532408
-2 1 0 77.708499 1897.763777
-2 1 -2 83.857979 3100.811890
-1 0 -5 85.652665 551.525038
0 0 -6 87.307790 468.053140
-2 0 0 92.836501 76.335551
-2 0 -1 94.356332 442.508465
-2 0 -2 98.938732 134.232039
-2 1 -4 102.162390 2026.557299
-1 0 -6 102.439047 126.069130
-2 0 -3 106.722905 353.952080
-2 0 -4 118.232765 104.421124
-1 0 -7 124.024709 304.037127
0 0 -8 133.969427 271.158973
-2 0 -5 135.341765 307.041547
-2 1 -6 137.743676 1662.787489
-3 1 0 146.782874 115.865559
-3 1 -1 149.663463 734.455146
-3 1 -2 160.474487 341.964716
-1 0 -8 163.066990 193.478618

Start of a new data set 
The energy is8047
 h k l 2theta Intensity
0 0 -2 26.605935 22786.567548
-1 0 0 42.470211 901.321999
-1 0 -1 44.670996 4517.261741
-1 0 -2 50.821657 949.504436
0 0 -4 54.800065 1939.147607
-1 0 -3 60.041596 1590.739733
-1 0 -4 71.695931 299.532408
-2 1 0 77.708499 1897.763777
-2 1 -2 83.857979 3100.811890
-1 0 -5 85.652665 551.525038
0 0 -6 87.307790 468.053140
-2 0 0 92.836501 76.335551
-2 0 -1 94.356332 442.508465
-2 0 -2 98.938732 134.232039
-2 1 -4 102.162390 2026.557299
-1 0 -6 102.439047 126.069130
-2 0 -3 106.722905 353.952080
-2 0 -4 118.232765 104.421124
-1 0 -7 124.024709 304.037127
0 0 -8 133.969427 271.158973
-2 0 -5 135.341765 307.041547
-2 1 -6 137.743676 1662.787489
-3 1 0 146.782874 115.865559
-3 1 -1 149.663463 734.455146
-3 1 -2 160.474487 341.964716
-1 0 -8 163.066990 193.478618

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 22793.863037
-1 0 0 42.463019 901.608307
-1 0 -1 44.663392 4518.694076
-1 0 -2 50.812864 949.803576
0 0 -4 54.790471 1939.755166
-1 0 -3 60.030901 1591.233446
-1 0 -4 71.682559 299.622240
-2 1 0 77.693589 1898.316726
-2 1 -2 83.841355 3101.678026
-1 0 -5 85.635510 551.676714
0 0 -6 87.290132 468.179820
-2 0 0 92.817054 76.354865
-2 0 -1 94.336361 442.617852
-2 0 -2 98.917086 134.262447
-2 1 -4 102.139469 2026.980161
-1 0 -6 102.416013 126.095223
-2 0 -3 106.698021 354.014887
-2 0 -4 118.201825 104.426632
-1 0 -7 123.989890 304.022078
0 0 -8 133.925873 271.066407
-2 0 -5 135.296721 306.918903
-2 1 -6 137.695804 1661.929303
-3 1 0 146.720876 115.723995
-3 1 -1 149.595263 733.283993
-3 1 -2 160.367204 340.325224
-1 0 -8 162.943094 192.203522

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 21066.169808
-1 0 0 42.463019 744.991513
-1 0 -1 44.663392 3667.006944
-1 0 -2 50.812864 731.859670
0 0 -4 54.790471 1445.290334
-1 0 -3 60.030901 1136.322420
-1 0 -4 71.682559 198.665552
-2 1 0 77.693589 1235.274314
-2 1 -2 83.841355 2019.370399
-1 0 -5 85.635510 360.762970
0 0 -6 87.290132 307.964188
-2 0 0 92.817054 51.876048
-2 0 -1 94.336361 304.438587
-2 0 -2 98.917086 96.652761
-2 1 -4 102.139469 1517.448326
-1 0 -6 102.416013 94.739545
-2 0 -3 106.698021 282.556264
-2 0 -4 118.201825 101.089848
-1 0 -7 123.989890 326.953429
0 0 -8 133.925873 348.197399
-2 0 -5 135.296721 403.599121
-2 1 -6 137.695804 2274.776827
-3 1 0 146.720876 181.705286
-3 1 -1 149.595263 1196.468822
-3 1 -2 160.367204 624.090548
-1 0 -8 162.943094 359.953866

Start of a new data set 
The energy is8048.3
 h k l 2theta Intensity
0 0 -2 26.601559 21066.169808
-1 0 0 42.463019 744.991513
-1 0 -1 44.663392 3667.006944
-1 0 -2 50.812864 731.859670
0 0 -4 54.790471 1445.290334
-1 0 -3 60.030901 1136.322420
-1 0 -4 71.682559 198.665552
-2 1 0 77.693589 1235.274314
