
Start of a new data set 
The energy is8047
 h k l 2theta Intensity
1 1 1 28.450289 3730.189252
0 2 2 47.316442 15481.825115
1 1 3 56.139034 6824.965752
0 0 4 69.151541 11607.337035
1 3 3 76.400816 5330.364043
2 2 4 88.060384 9332.361546
1 1 5 94.986614 5762.565879
0 4 4 106.750524 7637.251521
1 3 5 114.140415 7105.485858
0 2 6 127.608037 12642.923256
3 3 5 136.972435 2952.493544
4 4 4 158.797425 1762.809157
